idx,Action
138093,Sliding Two Fingers Up
83586,Thumb Up
76322,Doing other things
100637,No gesture
27932,Doing other things
45843,Thumb Up
89278,Swiping Right
63590,Doing other things
87572,No gesture
132403,Sliding Two Fingers Up
73978,Sliding Two Fingers Up
51922,Swiping Left
84982,Swiping Right
1383,No gesture
104061,Stop Sign
97980,Swiping Left
134569,Doing other things
20693,Stop Sign
59340,Swiping Left
109016,No gesture
40850,Turning Hand Clockwise
17050,Sliding Two Fingers Up
25104,No gesture
44309,Doing other things
144246,Stop Sign
76311,Doing other things
27624,Thumb Up
114992,No gesture
95082,Turning Hand Clockwise
110641,Sliding Two Fingers Down
76685,Turning Hand Clockwise
119657,Sliding Two Fingers Up
42796,Thumb Up
90213,Sliding Two Fingers Down
33931,Doing other things
74046,Swiping Right
102059,Sliding Two Fingers Up
125762,Sliding Two Fingers Up
11014,Swiping Left
21751,Turning Hand Clockwise
113770,Swiping Left
122979,Turning Hand Clockwise
53614,Sliding Two Fingers Down
94761,Stop Sign
91092,Swiping Left
120426,Stop Sign
2532,Sliding Two Fingers Down
15167,Sliding Two Fingers Down
1745,Doing other things
71921,Sliding Two Fingers Up
4297,Swiping Left
118032,Doing other things
51315,Swiping Left
32360,Turning Hand Clockwise
121417,Turning Hand Clockwise
67172,Doing other things
98801,Doing other things
123590,Thumb Up
124629,Sliding Two Fingers Down
140712,Turning Hand Clockwise
122377,Doing other things
24435,Swiping Right
42067,No gesture
133373,Turning Hand Clockwise
69123,Thumb Up
54435,Swiping Left
61035,Swiping Left
147286,Stop Sign
80123,Swiping Right
133794,Swiping Left
25336,Swiping Left
52831,Stop Sign
146934,Thumb Up
84510,No gesture
54638,Sliding Two Fingers Down
49245,Doing other things
1920,Stop Sign
86496,Stop Sign
49690,Swiping Left
29981,Doing other things
135907,Doing other things
123035,Doing other things
7664,Swiping Right
108573,Doing other things
136074,No gesture
41998,Doing other things
121880,Turning Hand Clockwise
10656,No gesture
25053,Sliding Two Fingers Down
94458,No gesture
81061,Swiping Right
113229,Swiping Right
20837,Sliding Two Fingers Up
71764,Sliding Two Fingers Down
141863,Doing other things
24564,Sliding Two Fingers Up
33927,Turning Hand Clockwise
144154,Stop Sign
121949,Thumb Up
125530,Doing other things
68543,Sliding Two Fingers Up
99328,Sliding Two Fingers Down
132638,Doing other things
141490,Turning Hand Clockwise
26051,Doing other things
95006,Swiping Left
3308,Stop Sign
15640,Turning Hand Clockwise
117341,Doing other things
16762,Sliding Two Fingers Up
65214,Sliding Two Fingers Down
24464,No gesture
135598,Swiping Right
8732,Sliding Two Fingers Down
36004,Sliding Two Fingers Down
91961,Doing other things
146820,Doing other things
25506,Swiping Right
82538,Doing other things
108976,Swiping Right
119143,Doing other things
86459,No gesture
2882,Doing other things
45213,Doing other things
134002,Sliding Two Fingers Up
29144,Thumb Up
130259,Doing other things
92545,Thumb Up
6861,Turning Hand Clockwise
4363,Doing other things
30967,Swiping Right
107124,Thumb Up
99359,Swiping Left
14539,No gesture
28886,Swiping Right
10757,Sliding Two Fingers Up
107059,Sliding Two Fingers Down
48720,Swiping Left
104158,Doing other things
108897,Stop Sign
7174,Sliding Two Fingers Up
20154,Swiping Left
14820,Thumb Up
36636,Swiping Right
96917,Thumb Up
83807,Doing other things
79086,Stop Sign
94905,Doing other things
93231,Doing other things
40721,Sliding Two Fingers Down
125596,Swiping Left
12486,Doing other things
32804,Sliding Two Fingers Up
90185,Doing other things
38198,Swiping Right
114436,No gesture
128522,Stop Sign
145147,Swiping Left
81004,Swiping Right
108546,Doing other things
6459,Doing other things
50476,Doing other things
90630,Thumb Up
12112,Thumb Up
33852,Sliding Two Fingers Up
143641,Turning Hand Clockwise
139773,Turning Hand Clockwise
116206,No gesture
18410,Sliding Two Fingers Down
103948,Thumb Up
41640,Doing other things
88683,Sliding Two Fingers Up
23758,Swiping Left
75080,Sliding Two Fingers Up
12371,Swiping Left
41683,Doing other things
11596,Sliding Two Fingers Up
77403,No gesture
36635,Sliding Two Fingers Up
13821,Doing other things
68272,Stop Sign
75416,Stop Sign
105438,Doing other things
9781,Doing other things
123791,Swiping Left
70098,Doing other things
28197,No gesture
129144,Stop Sign
91102,Swiping Right
127573,Swiping Right
34935,Swiping Right
94337,Sliding Two Fingers Up
146236,Swiping Right
131178,Sliding Two Fingers Up
38664,Doing other things
137326,Swiping Left
34535,Stop Sign
102306,Stop Sign
33297,Doing other things
67000,Doing other things
76182,Swiping Left
93181,Doing other things
13855,Turning Hand Clockwise
36212,Doing other things
19984,Swiping Left
45483,Doing other things
42614,Sliding Two Fingers Down
115565,Sliding Two Fingers Down
83090,Turning Hand Clockwise
95448,Swiping Left
110523,No gesture
128502,Thumb Up
53825,Stop Sign
110167,No gesture
104696,No gesture
15243,No gesture
138842,Swiping Left
143027,Sliding Two Fingers Down
37437,Thumb Up
118147,Doing other things
93234,Swiping Left
100986,Doing other things
22333,Doing other things
70262,Swiping Left
31748,Thumb Up
119307,Swiping Left
56066,Sliding Two Fingers Down
72259,Sliding Two Fingers Down
131048,Sliding Two Fingers Up
111405,Sliding Two Fingers Up
86622,Doing other things
72122,Doing other things
50820,Sliding Two Fingers Up
75869,Sliding Two Fingers Up
85034,Stop Sign
55190,Sliding Two Fingers Down
26569,Sliding Two Fingers Up
92344,Sliding Two Fingers Down
122223,No gesture
19027,Swiping Right
68694,Turning Hand Clockwise
21994,No gesture
102861,Doing other things
26368,Sliding Two Fingers Up
55029,Doing other things
88636,No gesture
46304,Swiping Right
82445,Doing other things
63722,Doing other things
49204,Stop Sign
128569,Doing other things
18701,Turning Hand Clockwise
121325,Doing other things
82627,Doing other things
141684,Stop Sign
126339,Thumb Up
53903,Doing other things
29742,Sliding Two Fingers Down
6053,Doing other things
64129,Stop Sign
14246,Doing other things
94890,Swiping Right
76676,Stop Sign
9256,Sliding Two Fingers Up
105625,Thumb Up
129765,Sliding Two Fingers Down
89043,Turning Hand Clockwise
32676,Sliding Two Fingers Down
48606,Swiping Left
74612,Sliding Two Fingers Up
60806,Turning Hand Clockwise
138291,Doing other things
83946,Swiping Left
85964,Sliding Two Fingers Up
52587,Doing other things
80856,Turning Hand Clockwise
138051,Stop Sign
81901,Thumb Up
19292,Doing other things
40049,Doing other things
31265,Sliding Two Fingers Down
138619,Sliding Two Fingers Up
14529,Turning Hand Clockwise
28236,Doing other things
5589,Swiping Left
141655,Sliding Two Fingers Up
43555,Stop Sign
147060,Swiping Right
54259,No gesture
7462,Doing other things
95419,Thumb Up
136093,Swiping Left
40564,Sliding Two Fingers Down
12058,Swiping Left
127253,Swiping Right
26517,Doing other things
128483,Sliding Two Fingers Down
97916,No gesture
34563,Doing other things
126081,Doing other things
68005,Sliding Two Fingers Up
48098,Turning Hand Clockwise
21967,Sliding Two Fingers Up
29179,Doing other things
35602,Doing other things
94141,Swiping Right
130064,Doing other things
64768,Stop Sign
139705,Doing other things
104596,Doing other things
134715,Sliding Two Fingers Down
102367,Doing other things
131566,Sliding Two Fingers Up
2259,No gesture
52837,Doing other things
12826,Doing other things
8398,No gesture
16301,Sliding Two Fingers Down
4475,Thumb Up
56219,Thumb Up
84032,Turning Hand Clockwise
1635,Swiping Right
141775,Stop Sign
29593,Doing other things
138155,No gesture
89280,No gesture
38510,Stop Sign
102499,Stop Sign
34860,Sliding Two Fingers Up
36887,Swiping Right
129480,Stop Sign
142858,Swiping Left
142101,Sliding Two Fingers Up
38555,Sliding Two Fingers Up
138383,Turning Hand Clockwise
132616,Thumb Up
18460,Stop Sign
109887,Doing other things
54517,Swiping Left
42899,Turning Hand Clockwise
140067,No gesture
100408,Doing other things
75933,Thumb Up
6858,No gesture
7792,Swiping Right
13034,Doing other things
33989,Swiping Left
2015,Thumb Up
131871,Doing other things
125897,Swiping Right
8864,Stop Sign
137291,Sliding Two Fingers Down
18995,Turning Hand Clockwise
130696,Sliding Two Fingers Down
89317,Thumb Up
147313,Swiping Left
52836,Sliding Two Fingers Up
5417,Sliding Two Fingers Down
104351,Swiping Right
50575,Turning Hand Clockwise
100144,Swiping Right
98238,Stop Sign
94173,Sliding Two Fingers Down
140383,Swiping Left
9596,Doing other things
94101,Doing other things
101801,Doing other things
126551,Sliding Two Fingers Down
66360,Thumb Up
137332,Swiping Right
39881,Doing other things
34390,Thumb Up
81444,Swiping Right
146644,Doing other things
103409,Stop Sign
93043,Doing other things
128886,Turning Hand Clockwise
116279,Doing other things
4508,No gesture
118404,Sliding Two Fingers Down
127290,No gesture
80791,Swiping Right
103955,Doing other things
32036,Sliding Two Fingers Down
85896,Swiping Left
79749,Turning Hand Clockwise
141199,Doing other things
46605,Sliding Two Fingers Up
94288,Swiping Left
121315,Thumb Up
46933,Swiping Right
145879,Sliding Two Fingers Up
5761,Doing other things
33360,No gesture
98940,Thumb Up
4255,Swiping Left
14528,Sliding Two Fingers Down
18888,Stop Sign
130123,Stop Sign
89462,Turning Hand Clockwise
91023,Swiping Right
90823,Stop Sign
129895,Sliding Two Fingers Down
111737,Stop Sign
109682,No gesture
12900,Turning Hand Clockwise
74613,Doing other things
81853,Turning Hand Clockwise
14024,No gesture
87394,No gesture
103648,No gesture
147647,Swiping Right
90779,Thumb Up
32302,Doing other things
43280,No gesture
23237,Thumb Up
13608,No gesture
55934,Swiping Right
57145,Sliding Two Fingers Down
9968,Doing other things
85893,Swiping Right
6557,No gesture
80203,Doing other things
87202,Swiping Right
102282,Doing other things
20527,Doing other things
6172,Sliding Two Fingers Down
68325,Thumb Up
121922,Swiping Left
21441,Turning Hand Clockwise
50713,Swiping Right
46273,Doing other things
138952,Doing other things
114278,Thumb Up
68838,Sliding Two Fingers Down
77564,Doing other things
6965,No gesture
41578,Thumb Up
103662,Stop Sign
136225,Sliding Two Fingers Down
6442,Doing other things
25435,No gesture
105138,No gesture
69186,Turning Hand Clockwise
106918,Doing other things
100899,No gesture
15042,Stop Sign
104047,Turning Hand Clockwise
53975,Sliding Two Fingers Up
1328,Turning Hand Clockwise
59419,Turning Hand Clockwise
30342,Swiping Right
97590,Sliding Two Fingers Down
134480,Swiping Right
117630,Doing other things
141966,Sliding Two Fingers Up
5494,Sliding Two Fingers Down
105567,Doing other things
18478,Sliding Two Fingers Down
137477,Sliding Two Fingers Down
74961,Swiping Right
25075,Doing other things
84483,Doing other things
44959,Doing other things
147639,Thumb Up
52417,No gesture
39840,Swiping Left
14986,Swiping Right
40596,Sliding Two Fingers Down
62392,Stop Sign
42884,Doing other things
75734,Swiping Right
12260,Thumb Up
129055,Thumb Up
110284,Swiping Left
109114,Swiping Left
119488,Swiping Right
117026,Swiping Left
77865,Sliding Two Fingers Down
111551,Thumb Up
104259,No gesture
115706,Sliding Two Fingers Down
81634,Sliding Two Fingers Up
15876,Doing other things
26500,Doing other things
78637,Sliding Two Fingers Up
50503,Swiping Left
79574,Doing other things
17896,Thumb Up
120788,Turning Hand Clockwise
84634,Swiping Right
67004,Doing other things
58214,Doing other things
73527,Swiping Left
99753,Thumb Up
130366,Thumb Up
115200,Swiping Left
47568,Sliding Two Fingers Down
34458,Sliding Two Fingers Down
141218,Sliding Two Fingers Down
93601,Thumb Up
9872,Swiping Right
29798,Swiping Left
91081,No gesture
41983,Sliding Two Fingers Up
49664,Swiping Right
97192,Doing other things
143941,Thumb Up
104729,No gesture
13764,Sliding Two Fingers Down
111621,Sliding Two Fingers Down
15308,Swiping Left
98545,Sliding Two Fingers Up
47971,Doing other things
28117,Doing other things
81392,No gesture
62975,Sliding Two Fingers Down
115637,Sliding Two Fingers Down
22344,Swiping Right
71231,Swiping Right
119112,Doing other things
24534,Doing other things
37447,Doing other things
135964,Doing other things
55694,Swiping Right
75097,Thumb Up
50118,Doing other things
127970,Doing other things
37425,Doing other things
63068,Swiping Right
83094,Sliding Two Fingers Up
45890,Stop Sign
12051,Doing other things
126276,Thumb Up
6113,Swiping Right
104649,Doing other things
20539,Stop Sign
147105,Stop Sign
34526,No gesture
142835,Doing other things
135526,Turning Hand Clockwise
69020,No gesture
116969,Doing other things
107128,Swiping Left
114880,Sliding Two Fingers Down
79369,Doing other things
23091,Sliding Two Fingers Down
111534,Stop Sign
70839,Thumb Up
81807,Doing other things
92181,Stop Sign
88367,Doing other things
23888,Doing other things
23018,Turning Hand Clockwise
77356,Sliding Two Fingers Up
30005,Swiping Right
17842,Stop Sign
93267,Sliding Two Fingers Down
79437,Thumb Up
6332,Swiping Left
144228,Sliding Two Fingers Up
106137,Doing other things
29196,Swiping Left
43583,Turning Hand Clockwise
21276,Swiping Right
15878,No gesture
97767,Sliding Two Fingers Down
36784,Thumb Up
127453,Doing other things
116377,Doing other things
98208,Doing other things
135356,Doing other things
111280,Doing other things
117593,Thumb Up
116150,Swiping Left
46011,No gesture
77332,No gesture
129318,Doing other things
137030,Swiping Right
1820,Thumb Up
132265,Swiping Right
70947,Turning Hand Clockwise
70894,Doing other things
61231,Stop Sign
58409,Turning Hand Clockwise
22006,Turning Hand Clockwise
48010,Doing other things
137907,Sliding Two Fingers Up
60776,Turning Hand Clockwise
120137,Thumb Up
32142,Sliding Two Fingers Down
68230,No gesture
98457,Sliding Two Fingers Up
73382,Thumb Up
78292,Doing other things
44475,Swiping Right
30958,Doing other things
59131,Sliding Two Fingers Up
33291,Swiping Right
100011,Thumb Up
8773,Thumb Up
54678,Swiping Right
38798,Sliding Two Fingers Down
84185,Turning Hand Clockwise
113858,Sliding Two Fingers Down
73141,Doing other things
52157,Thumb Up
27132,No gesture
125488,Doing other things
126505,No gesture
72885,Doing other things
24333,Doing other things
72132,Stop Sign
110537,Turning Hand Clockwise
95666,Swiping Right
56806,Sliding Two Fingers Up
85973,Swiping Right
120855,Doing other things
15312,Swiping Left
126976,Turning Hand Clockwise
112937,Swiping Left
83152,Doing other things
83800,Swiping Left
28061,Turning Hand Clockwise
30192,Thumb Up
61760,Swiping Left
14139,No gesture
131983,Sliding Two Fingers Down
56024,Swiping Right
97543,Sliding Two Fingers Down
106309,Stop Sign
